Index;Reference;Index_paragraph;Token;Start_pos;ToposText_update
5619;urn:cts:latinLit:phi0978.phi001:4.18.1;158;the;760;O
5620;urn:cts:latinLit:phi0978.phi001:4.18.1;159;Corpili;764;O
5621;urn:cts:latinLit:phi0978.phi001:4.18.1;160;,;771;O
5622;urn:cts:latinLit:phi0978.phi001:4.18.1;161;the;773;O
5623;urn:cts:latinLit:phi0978.phi001:4.18.1;162;Bottiaei;777;O
5624;urn:cts:latinLit:phi0978.phi001:4.18.1;163;,;785;O
5625;urn:cts:latinLit:phi0978.phi001:4.18.1;164;and;787;O
5626;urn:cts:latinLit:phi0978.phi001:4.18.1;165;the;791;O
5627;urn:cts:latinLit:phi0978.phi001:4.18.1;166;Edoni;795;O
5628;urn:cts:latinLit:phi0978.phi001:4.18.1;167;.;800;O
5629;urn:cts:latinLit:phi0978.phi001:4.18.1;168;In;802;O
5630;urn:cts:latinLit:phi0978.phi001:4.18.1;169;the;805;O
5631;urn:cts:latinLit:phi0978.phi001:4.18.1;170;same;809;O
5632;urn:cts:latinLit:phi0978.phi001:4.18.1;171;district;814;O
5633;urn:cts:latinLit:phi0978.phi001:4.18.1;172;are;823;O
5634;urn:cts:latinLit:phi0978.phi001:4.18.1;173;also;827;O
5635;urn:cts:latinLit:phi0978.phi001:4.18.1;174;the;832;O
5636;urn:cts:latinLit:phi0978.phi001:4.18.1;175;Selletae;836;O
5637;urn:cts:latinLit:phi0978.phi001:4.18.1;176;,;844;O
5638;urn:cts:latinLit:phi0978.phi001:4.18.1;177;the;846;O
5639;urn:cts:latinLit:phi0978.phi001:4.18.1;178;Priantae;850;O
5640;urn:cts:latinLit:phi0978.phi001:4.18.1;179;,;858;O
5641;urn:cts:latinLit:phi0978.phi001:4.18.1;180;the;860;O
5642;urn:cts:latinLit:phi0978.phi001:4.18.1;181;Doloncae;864;O
5643;urn:cts:latinLit:phi0978.phi001:4.18.1;182;,;872;O
5644;urn:cts:latinLit:phi0978.phi001:4.18.1;183;the;874;O
5645;urn:cts:latinLit:phi0978.phi001:4.18.1;184;Thyni;878;O
5646;urn:cts:latinLit:phi0978.phi001:4.18.1;185;,;883;O
5647;urn:cts:latinLit:phi0978.phi001:4.18.1;186;and;885;O
5648;urn:cts:latinLit:phi0978.phi001:4.18.1;187;the;889;O
5649;urn:cts:latinLit:phi0978.phi001:4.18.1;188;Greater;893;O
5650;urn:cts:latinLit:phi0978.phi001:4.18.1;189;Coeletae;901;O
5651;urn:cts:latinLit:phi0978.phi001:4.18.1;190;,;909;O
5652;urn:cts:latinLit:phi0978.phi001:4.18.1;191;below;911;O
5653;urn:cts:latinLit:phi0978.phi001:4.18.1;192;Mount;917;O
5654;urn:cts:latinLit:phi0978.phi001:4.18.1;193;Haemus;923;B-['place']
5655;urn:cts:latinLit:phi0978.phi001:4.18.1;194;,;929;O
5656;urn:cts:latinLit:phi0978.phi001:4.18.1;195;the;931;O
5657;urn:cts:latinLit:phi0978.phi001:4.18.1;196;Lesser;935;B-LOC
5658;urn:cts:latinLit:phi0978.phi001:4.18.1;197;at;942;O
5659;urn:cts:latinLit:phi0978.phi001:4.18.1;198;the;945;O
5660;urn:cts:latinLit:phi0978.phi001:4.18.1;199;foot;949;O
5661;urn:cts:latinLit:phi0978.phi001:4.18.1;200;of;954;O
5662;urn:cts:latinLit:phi0978.phi001:4.18.1;201;Rhodope;957;B-['place']
5663;urn:cts:latinLit:phi0978.phi001:4.18.1;202;.;964;O
5664;urn:cts:latinLit:phi0978.phi001:4.18.1;203;Between;966;O
5665;urn:cts:latinLit:phi0978.phi001:4.18.1;204;these;974;O
5666;urn:cts:latinLit:phi0978.phi001:4.18.1;205;tribes;980;O
5667;urn:cts:latinLit:phi0978.phi001:4.18.1;206;runs;987;O
5668;urn:cts:latinLit:phi0978.phi001:4.18.1;207;the;992;O
5669;urn:cts:latinLit:phi0978.phi001:4.18.1;208;river;996;O
5670;urn:cts:latinLit:phi0978.phi001:4.18.1;209;Hebrus;1002;B-['place']
5671;urn:cts:latinLit:phi0978.phi001:4.18.1;210;.;1008;O
5672;urn:cts:latinLit:phi0978.phi001:4.18.1;211;We;1010;O
5673;urn:cts:latinLit:phi0978.phi001:4.18.1;212;then;1013;O
5674;urn:cts:latinLit:phi0978.phi001:4.18.1;213;come;1018;O
5675;urn:cts:latinLit:phi0978.phi001:4.18.1;214;to;1023;O
5676;urn:cts:latinLit:phi0978.phi001:4.18.1;215;a;1026;O
5677;urn:cts:latinLit:phi0978.phi001:4.18.1;216;town;1028;O
5678;urn:cts:latinLit:phi0978.phi001:4.18.1;217;at;1033;O
5679;urn:cts:latinLit:phi0978.phi001:4.18.1;218;the;1036;O
5680;urn:cts:latinLit:phi0978.phi001:4.18.1;219;foot;1040;O
5681;urn:cts:latinLit:phi0978.phi001:4.18.1;220;of;1045;O
5682;urn:cts:latinLit:phi0978.phi001:4.18.1;221;Rhodope;1048;B-['place']
5683;urn:cts:latinLit:phi0978.phi001:4.18.1;222;,;1055;O
5684;urn:cts:latinLit:phi0978.phi001:4.18.1;223;first;1057;O
5685;urn:cts:latinLit:phi0978.phi001:4.18.1;224;called;1063;O
5686;urn:cts:latinLit:phi0978.phi001:4.18.1;225;Poneropolis;1070;B-LOC
5687;urn:cts:latinLit:phi0978.phi001:4.18.1;226;,;1081;O
5688;urn:cts:latinLit:phi0978.phi001:4.18.1;227;afterwards;1083;O
5689;urn:cts:latinLit:phi0978.phi001:4.18.1;228;Philippopolis;1094;B-['place']
5690;urn:cts:latinLit:phi0978.phi001:4.18.1;229;from;1108;O
5691;urn:cts:latinLit:phi0978.phi001:4.18.1;230;the;1113;O
5692;urn:cts:latinLit:phi0978.phi001:4.18.1;231;name;1117;O
5693;urn:cts:latinLit:phi0978.phi001:4.18.1;232;of;1122;O
5694;urn:cts:latinLit:phi0978.phi001:4.18.1;233;its;1125;O
5695;urn:cts:latinLit:phi0978.phi001:4.18.1;234;founder;1129;O
5696;urn:cts:latinLit:phi0978.phi001:4.18.1;235;,;1136;O
5697;urn:cts:latinLit:phi0978.phi001:4.18.1;236;and;1138;O
5698;urn:cts:latinLit:phi0978.phi001:4.18.1;237;now;1142;O
5699;urn:cts:latinLit:phi0978.phi001:4.18.1;238;,;1145;O
5700;urn:cts:latinLit:phi0978.phi001:4.18.1;239;from;1147;O
5701;urn:cts:latinLit:phi0978.phi001:4.18.1;240;the;1152;O
5702;urn:cts:latinLit:phi0978.phi001:4.18.1;241;peculiarity;1156;O
5703;urn:cts:latinLit:phi0978.phi001:4.18.1;242;of;1168;O
5704;urn:cts:latinLit:phi0978.phi001:4.18.1;243;its;1171;O
5705;urn:cts:latinLit:phi0978.phi001:4.18.1;244;situation;1175;O
5706;urn:cts:latinLit:phi0978.phi001:4.18.1;245;,;1184;O
5707;urn:cts:latinLit:phi0978.phi001:4.18.1;246;Trimontium;1186;B-LOC
5708;urn:cts:latinLit:phi0978.phi001:4.18.1;247;.;1196;O
5709;urn:cts:latinLit:phi0978.phi001:4.18.1;248;To;1198;O
5710;urn:cts:latinLit:phi0978.phi001:4.18.1;249;reach;1201;O
5711;urn:cts:latinLit:phi0978.phi001:4.18.1;250;the;1207;O
5712;urn:cts:latinLit:phi0978.phi001:4.18.1;251;summit;1211;O
5713;urn:cts:latinLit:phi0978.phi001:4.18.1;252;of;1218;O
5714;urn:cts:latinLit:phi0978.phi001:4.18.1;253;Haemus;1221;B-['place']
5715;urn:cts:latinLit:phi0978.phi001:4.18.1;254;you;1228;O
5716;urn:cts:latinLit:phi0978.phi001:4.18.1;255;have;1232;O
5717;urn:cts:latinLit:phi0978.phi001:4.18.1;256;to;1237;O
5718;urn:cts:latinLit:phi0978.phi001:4.18.1;257;travel;1240;O
5719;urn:cts:latinLit:phi0978.phi001:4.18.1;258;six;1247;O
5720;urn:cts:latinLit:phi0978.phi001:4.18.1;259;miles;1251;O
5721;urn:cts:latinLit:phi0978.phi001:4.18.1;260;.;1256;O
5722;urn:cts:latinLit:phi0978.phi001:4.18.1;261;The;1258;O
5723;urn:cts:latinLit:phi0978.phi001:4.18.1;262;sides;1262;O
5724;urn:cts:latinLit:phi0978.phi001:4.18.1;263;of;1268;O
5725;urn:cts:latinLit:phi0978.phi001:4.18.1;264;it;1271;O
5726;urn:cts:latinLit:phi0978.phi001:4.18.1;265;that;1274;O
5727;urn:cts:latinLit:phi0978.phi001:4.18.1;266;look;1279;O
5728;urn:cts:latinLit:phi0978.phi001:4.18.1;267;in;1284;O
5729;urn:cts:latinLit:phi0978.phi001:4.18.1;268;the;1287;O
5730;urn:cts:latinLit:phi0978.phi001:4.18.1;269;opposite;1291;O
5731;urn:cts:latinLit:phi0978.phi001:4.18.1;270;direction;1300;O
5732;urn:cts:latinLit:phi0978.phi001:4.18.1;271;and;1310;O
5733;urn:cts:latinLit:phi0978.phi001:4.18.1;272;slope;1314;O
5734;urn:cts:latinLit:phi0978.phi001:4.18.1;273;towards;1320;O
5735;urn:cts:latinLit:phi0978.phi001:4.18.1;274;the;1328;O
5736;urn:cts:latinLit:phi0978.phi001:4.18.1;275;Ister;1332;B-['place']
5737;urn:cts:latinLit:phi0978.phi001:4.18.1;276;are;1338;O
5738;urn:cts:latinLit:phi0978.phi001:4.18.1;277;inhabited;1342;O
5739;urn:cts:latinLit:phi0978.phi001:4.18.1;278;by;1352;O
5740;urn:cts:latinLit:phi0978.phi001:4.18.1;279;the;1355;O
5741;urn:cts:latinLit:phi0978.phi001:4.18.1;280;Moesi;1359;O
5742;urn:cts:latinLit:phi0978.phi001:4.18.1;281;,;1364;O
5743;urn:cts:latinLit:phi0978.phi001:4.18.1;282;the;1366;O
5744;urn:cts:latinLit:phi0978.phi001:4.18.1;283;Getae;1370;O
5745;urn:cts:latinLit:phi0978.phi001:4.18.1;284;,;1375;O
5746;urn:cts:latinLit:phi0978.phi001:4.18.1;285;the;1377;O
5747;urn:cts:latinLit:phi0978.phi001:4.18.1;286;Aorsi;1381;O
5748;urn:cts:latinLit:phi0978.phi001:4.18.1;287;,;1386;O
5749;urn:cts:latinLit:phi0978.phi001:4.18.1;288;the;1388;O
5750;urn:cts:latinLit:phi0978.phi001:4.18.1;289;Gaudae;1392;O
5751;urn:cts:latinLit:phi0978.phi001:4.18.1;290;,;1398;O
5752;urn:cts:latinLit:phi0978.phi001:4.18.1;291;and;1400;O
5753;urn:cts:latinLit:phi0978.phi001:4.18.1;292;the;1404;O
5754;urn:cts:latinLit:phi0978.phi001:4.18.1;293;Clariae;1408;O
5755;urn:cts:latinLit:phi0978.phi001:4.18.1;294;";";1415;O
5756;urn:cts:latinLit:phi0978.phi001:4.18.1;295;below;1417;O
5757;urn:cts:latinLit:phi0978.phi001:4.18.1;296;them;1423;O
5758;urn:cts:latinLit:phi0978.phi001:4.18.1;297;,;1427;O
5759;urn:cts:latinLit:phi0978.phi001:4.18.1;298;are;1429;O
5760;urn:cts:latinLit:phi0978.phi001:4.18.1;299;the;1433;O
5761;urn:cts:latinLit:phi0978.phi001:4.18.1;300;Arraei;1437;O
5762;urn:cts:latinLit:phi0978.phi001:4.18.1;301;Sarmatae;1444;O
5763;urn:cts:latinLit:phi0978.phi001:4.18.1;302;,;1452;O
5764;urn:cts:latinLit:phi0978.phi001:4.18.1;303;also;1454;O
5765;urn:cts:latinLit:phi0978.phi001:4.18.1;304;called;1459;O
5766;urn:cts:latinLit:phi0978.phi001:4.18.1;305;Arreatae;1466;O
5767;urn:cts:latinLit:phi0978.phi001:4.18.1;306;,;1474;O
5768;urn:cts:latinLit:phi0978.phi001:4.18.1;307;the;1476;O
5769;urn:cts:latinLit:phi0978.phi001:4.18.1;308;Scythians;1480;O
5770;urn:cts:latinLit:phi0978.phi001:4.18.1;309;,;1489;O
5771;urn:cts:latinLit:phi0978.phi001:4.18.1;310;and;1491;O
5772;urn:cts:latinLit:phi0978.phi001:4.18.1;311;,;1494;O
5773;urn:cts:latinLit:phi0978.phi001:4.18.1;312;about;1496;O
5774;urn:cts:latinLit:phi0978.phi001:4.18.1;313;the;1502;O
5775;urn:cts:latinLit:phi0978.phi001:4.18.1;314;shores;1506;O
5776;urn:cts:latinLit:phi0978.phi001:4.18.1;315;of;1513;O
5777;urn:cts:latinLit:phi0978.phi001:4.18.1;316;the;1516;O
5778;urn:cts:latinLit:phi0978.phi001:4.18.1;317;Euxine;1520;B-['place']
5779;urn:cts:latinLit:phi0978.phi001:4.18.1;318;,;1526;O
5780;urn:cts:latinLit:phi0978.phi001:4.18.1;319;the;1528;O
5781;urn:cts:latinLit:phi0978.phi001:4.18.1;320;Moriseni;1532;O
5782;urn:cts:latinLit:phi0978.phi001:4.18.1;321;and;1541;O
5783;urn:cts:latinLit:phi0978.phi001:4.18.1;322;the;1545;O
5784;urn:cts:latinLit:phi0978.phi001:4.18.1;323;Sithonii;1549;O
5785;urn:cts:latinLit:phi0978.phi001:4.18.1;324;,;1557;O
5786;urn:cts:latinLit:phi0978.phi001:4.18.1;325;the;1559;O
5787;urn:cts:latinLit:phi0978.phi001:4.18.1;326;forefathers;1563;O
5788;urn:cts:latinLit:phi0978.phi001:4.18.1;327;of;1575;O
5789;urn:cts:latinLit:phi0978.phi001:4.18.1;328;the;1578;O
5790;urn:cts:latinLit:phi0978.phi001:4.18.1;329;poet;1582;O
5791;urn:cts:latinLit:phi0978.phi001:4.18.1;330;Orpheus;1587;O
5792;urn:cts:latinLit:phi0978.phi001:4.18.1;331;,;1594;O
5793;urn:cts:latinLit:phi0978.phi001:4.18.1;332;dwell;1596;O
5794;urn:cts:latinLit:phi0978.phi001:4.18.1;333;.;1601;O
5795;urn:cts:latinLit:phi0978.phi001:4.18.2;0;§;0;O
5796;urn:cts:latinLit:phi0978.phi001:4.18.2;1;4.18.2;2;O
5797;urn:cts:latinLit:phi0978.phi001:4.18.2;2;Thus;10;O
5798;urn:cts:latinLit:phi0978.phi001:4.18.2;3;is;15;O
5799;urn:cts:latinLit:phi0978.phi001:4.18.2;4;Thrace;18;B-['place']
5800;urn:cts:latinLit:phi0978.phi001:4.18.2;5;bounded;25;O
5801;urn:cts:latinLit:phi0978.phi001:4.18.2;6;by;33;O
5802;urn:cts:latinLit:phi0978.phi001:4.18.2;7;the;36;O
5803;urn:cts:latinLit:phi0978.phi001:4.18.2;8;Ister;40;B-['place']
5804;urn:cts:latinLit:phi0978.phi001:4.18.2;9;on;46;O
5805;urn:cts:latinLit:phi0978.phi001:4.18.2;10;the;49;O
5806;urn:cts:latinLit:phi0978.phi001:4.18.2;11;north;53;O
5807;urn:cts:latinLit:phi0978.phi001:4.18.2;12;,;58;O
5808;urn:cts:latinLit:phi0978.phi001:4.18.2;13;by;60;O
5809;urn:cts:latinLit:phi0978.phi001:4.18.2;14;the;63;O
5810;urn:cts:latinLit:phi0978.phi001:4.18.2;15;Euxine;67;B-['place']
5811;urn:cts:latinLit:phi0978.phi001:4.18.2;16;,;73;O
5812;urn:cts:latinLit:phi0978.phi001:4.18.2;17;and;75;O
5813;urn:cts:latinLit:phi0978.phi001:4.18.2;18;the;79;O
5814;urn:cts:latinLit:phi0978.phi001:4.18.2;19;Propontis;83;B-['place']
5815;urn:cts:latinLit:phi0978.phi001:4.18.2;20;on;93;O
5816;urn:cts:latinLit:phi0978.phi001:4.18.2;21;the;96;O
5817;urn:cts:latinLit:phi0978.phi001:4.18.2;22;east;100;O
5818;urn:cts:latinLit:phi0978.phi001:4.18.2;23;,;104;O
5819;urn:cts:latinLit:phi0978.phi001:4.18.2;24;and;106;O
5820;urn:cts:latinLit:phi0978.phi001:4.18.2;25;by;110;O
5821;urn:cts:latinLit:phi0978.phi001:4.18.2;26;the;113;O
5822;urn:cts:latinLit:phi0978.phi001:4.18.2;27;Aegean;117;B-['place']
5823;urn:cts:latinLit:phi0978.phi001:4.18.2;28;Sea;124;I-['place']
5824;urn:cts:latinLit:phi0978.phi001:4.18.2;29;on;128;O
5825;urn:cts:latinLit:phi0978.phi001:4.18.2;30;the;131;O
5826;urn:cts:latinLit:phi0978.phi001:4.18.2;31;south;135;O
5827;urn:cts:latinLit:phi0978.phi001:4.18.2;32;";";140;O
5828;urn:cts:latinLit:phi0978.phi001:4.18.2;33;on;142;O
5829;urn:cts:latinLit:phi0978.phi001:4.18.2;34;the;145;O
5830;urn:cts:latinLit:phi0978.phi001:4.18.2;35;coast;149;O
5831;urn:cts:latinLit:phi0978.phi001:4.18.2;36;of;155;O
5832;urn:cts:latinLit:phi0978.phi001:4.18.2;37;which;158;O
5833;urn:cts:latinLit:phi0978.phi001:4.18.2;38;,;163;O
5834;urn:cts:latinLit:phi0978.phi001:4.18.2;39;after;165;O
5835;urn:cts:latinLit:phi0978.phi001:4.18.2;40;leaving;171;O
5836;urn:cts:latinLit:phi0978.phi001:4.18.2;41;the;179;O
5837;urn:cts:latinLit:phi0978.phi001:4.18.2;42;Strymon;183;B-['place']
5838;urn:cts:latinLit:phi0978.phi001:4.18.2;43;,;190;O
5839;urn:cts:latinLit:phi0978.phi001:4.18.2;44;we;192;O
5840;urn:cts:latinLit:phi0978.phi001:4.18.2;45;come;195;O
5841;urn:cts:latinLit:phi0978.phi001:4.18.2;46;in;200;O
5842;urn:cts:latinLit:phi0978.phi001:4.18.2;47;turn;203;O
5843;urn:cts:latinLit:phi0978.phi001:4.18.2;48;to;208;O
5844;urn:cts:latinLit:phi0978.phi001:4.18.2;49;Apollonia;211;B-['place']
5845;urn:cts:latinLit:phi0978.phi001:4.18.2;50;,;220;O
5846;urn:cts:latinLit:phi0978.phi001:4.18.2;51;Oisyma;222;B-['place']
5847;urn:cts:latinLit:phi0978.phi001:4.18.2;52;,;228;O
5848;urn:cts:latinLit:phi0978.phi001:4.18.2;53;Neapolis;230;B-['place']
5849;urn:cts:latinLit:phi0978.phi001:4.18.2;54;and;239;O
5850;urn:cts:latinLit:phi0978.phi001:4.18.2;55;Datos;243;B-['place']
5851;urn:cts:latinLit:phi0978.phi001:4.18.2;56;.;248;O
5852;urn:cts:latinLit:phi0978.phi001:4.18.2;57;In;250;O
5853;urn:cts:latinLit:phi0978.phi001:4.18.2;58;the;253;O
5854;urn:cts:latinLit:phi0978.phi001:4.18.2;59;interior;257;O
5855;urn:cts:latinLit:phi0978.phi001:4.18.2;60;is;266;O
5856;urn:cts:latinLit:phi0978.phi001:4.18.2;61;the;269;O
5857;urn:cts:latinLit:phi0978.phi001:4.18.2;62;colony;273;O
5858;urn:cts:latinLit:phi0978.phi001:4.18.2;63;of;280;O
5859;urn:cts:latinLit:phi0978.phi001:4.18.2;64;Philippi;283;B-['place']
5860;urn:cts:latinLit:phi0978.phi001:4.18.2;65;,;291;O
5861;urn:cts:latinLit:phi0978.phi001:4.18.2;66;distant;293;O
5862;urn:cts:latinLit:phi0978.phi001:4.18.2;67;from;301;O
5863;urn:cts:latinLit:phi0978.phi001:4.18.2;68;Dyrrhachium;306;B-['place']
5864;urn:cts:latinLit:phi0978.phi001:4.18.2;69;325;318;O
5865;urn:cts:latinLit:phi0978.phi001:4.18.2;70;miles;322;O
5866;urn:cts:latinLit:phi0978.phi001:4.18.2;71;";";327;O
5867;urn:cts:latinLit:phi0978.phi001:4.18.2;72;also;329;O
5868;urn:cts:latinLit:phi0978.phi001:4.18.2;73;Scotussa;334;B-['place']
5869;urn:cts:latinLit:phi0978.phi001:4.18.2;74;,;342;O
5870;urn:cts:latinLit:phi0978.phi001:4.18.2;75;the;344;O
5871;urn:cts:latinLit:phi0978.phi001:4.18.2;76;city;348;O
5872;urn:cts:latinLit:phi0978.phi001:4.18.2;77;of;353;O
5873;urn:cts:latinLit:phi0978.phi001:4.18.2;78;Topiris;356;B-['place']
5874;urn:cts:latinLit:phi0978.phi001:4.18.2;79;,;363;O
5875;urn:cts:latinLit:phi0978.phi001:4.18.2;80;the;365;O
5876;urn:cts:latinLit:phi0978.phi001:4.18.2;81;mouth;369;O
5877;urn:cts:latinLit:phi0978.phi001:4.18.2;82;of;375;O
5878;urn:cts:latinLit:phi0978.phi001:4.18.2;83;the;378;O
5879;urn:cts:latinLit:phi0978.phi001:4.18.2;84;river;382;O
5880;urn:cts:latinLit:phi0978.phi001:4.18.2;85;Mestus;388;B-['place']
5881;urn:cts:latinLit:phi0978.phi001:4.18.2;86;,;394;O
5882;urn:cts:latinLit:phi0978.phi001:4.18.2;87;Mount;396;O
5883;urn:cts:latinLit:phi0978.phi001:4.18.2;88;Pangaeus;402;B-['place']
5884;urn:cts:latinLit:phi0978.phi001:4.18.2;89;,;410;O
5885;urn:cts:latinLit:phi0978.phi001:4.18.2;90;Heraclea;412;B-LOC
5886;urn:cts:latinLit:phi0978.phi001:4.18.2;91;,;420;O
5887;urn:cts:latinLit:phi0978.phi001:4.18.2;92;Olynthos;422;B-['place']
5888;urn:cts:latinLit:phi0978.phi001:4.18.2;93;,;430;O
5889;urn:cts:latinLit:phi0978.phi001:4.18.2;94;Abdera;432;B-['place']
5890;urn:cts:latinLit:phi0978.phi001:4.18.2;95;,;438;O
5891;urn:cts:latinLit:phi0978.phi001:4.18.2;96;a;440;O
5892;urn:cts:latinLit:phi0978.phi001:4.18.2;97;free;442;O
5893;urn:cts:latinLit:phi0978.phi001:4.18.2;98;city;447;O
5894;urn:cts:latinLit:phi0978.phi001:4.18.2;99;,;451;O
5895;urn:cts:latinLit:phi0978.phi001:4.18.2;100;the;453;O
5896;urn:cts:latinLit:phi0978.phi001:4.18.2;101;people;457;O
5897;urn:cts:latinLit:phi0978.phi001:4.18.2;102;of;464;O
5898;urn:cts:latinLit:phi0978.phi001:4.18.2;103;the;467;O
5899;urn:cts:latinLit:phi0978.phi001:4.18.2;104;Bistones;471;O
5900;urn:cts:latinLit:phi0978.phi001:4.18.2;105;and;480;O
5901;urn:cts:latinLit:phi0978.phi001:4.18.2;106;their;484;O
5902;urn:cts:latinLit:phi0978.phi001:4.18.2;107;Lake;490;B-LOC
5903;urn:cts:latinLit:phi0978.phi001:4.18.2;108;.;494;O
5904;urn:cts:latinLit:phi0978.phi001:4.18.2;109;Here;496;O
5905;urn:cts:latinLit:phi0978.phi001:4.18.2;110;was;501;O
5906;urn:cts:latinLit:phi0978.phi001:4.18.2;111;formerly;505;O
5907;urn:cts:latinLit:phi0978.phi001:4.18.2;112;the;514;O
5908;urn:cts:latinLit:phi0978.phi001:4.18.2;113;city;518;O
5909;urn:cts:latinLit:phi0978.phi001:4.18.2;114;of;523;O
5910;urn:cts:latinLit:phi0978.phi001:4.18.2;115;Tirida;526;B-LOC
5911;urn:cts:latinLit:phi0978.phi001:4.18.2;116;,;532;O
5912;urn:cts:latinLit:phi0978.phi001:4.18.2;117;which;534;O
5913;urn:cts:latinLit:phi0978.phi001:4.18.2;118;struck;540;O
5914;urn:cts:latinLit:phi0978.phi001:4.18.2;119;such;547;O
5915;urn:cts:latinLit:phi0978.phi001:4.18.2;120;terror;552;O
5916;urn:cts:latinLit:phi0978.phi001:4.18.2;121;with;559;O
5917;urn:cts:latinLit:phi0978.phi001:4.18.2;122;its;564;O
5918;urn:cts:latinLit:phi0978.phi001:4.18.2;123;stables;568;O
5919;urn:cts:latinLit:phi0978.phi001:4.18.2;124;of;576;O
5920;urn:cts:latinLit:phi0978.phi001:4.18.2;125;the;579;O
5921;urn:cts:latinLit:phi0978.phi001:4.18.2;126;horses;583;O
5922;urn:cts:latinLit:phi0978.phi001:4.18.2;127;of;590;O
5923;urn:cts:latinLit:phi0978.phi001:4.18.2;128;Diomedes;593;O
5924;urn:cts:latinLit:phi0978.phi001:4.18.2;129;.;601;O
5925;urn:cts:latinLit:phi0978.phi001:4.18.2;130;At;603;O
5926;urn:cts:latinLit:phi0978.phi001:4.18.2;131;the;606;O
5927;urn:cts:latinLit:phi0978.phi001:4.18.2;132;present;610;O
5928;urn:cts:latinLit:phi0978.phi001:4.18.2;133;day;618;O
5929;urn:cts:latinLit:phi0978.phi001:4.18.2;134;we;622;O
5930;urn:cts:latinLit:phi0978.phi001:4.18.2;135;find;625;O
5931;urn:cts:latinLit:phi0978.phi001:4.18.2;136;here;630;O
5932;urn:cts:latinLit:phi0978.phi001:4.18.2;137;Dicaea;635;B-['place']
5933;urn:cts:latinLit:phi0978.phi001:4.18.2;138;,;641;O
5934;urn:cts:latinLit:phi0978.phi001:4.18.2;139;Ismaron;643;B-LOC
5935;urn:cts:latinLit:phi0978.phi001:4.18.2;140;,;650;O
5936;urn:cts:latinLit:phi0978.phi001:4.18.2;141;the;652;O
5937;urn:cts:latinLit:phi0978.phi001:4.18.2;142;place;656;O
5938;urn:cts:latinLit:phi0978.phi001:4.18.2;143;where;662;O
5939;urn:cts:latinLit:phi0978.phi001:4.18.2;144;Parthenion;668;B-LOC
5940;urn:cts:latinLit:phi0978.phi001:4.18.2;145;stood;679;O
5941;urn:cts:latinLit:phi0978.phi001:4.18.2;146;,;684;O
5942;urn:cts:latinLit:phi0978.phi001:4.18.2;147;Phalesina;686;B-LOC
5943;urn:cts:latinLit:phi0978.phi001:4.18.2;148;,;695;O
5944;urn:cts:latinLit:phi0978.phi001:4.18.2;149;and;697;O
5945;urn:cts:latinLit:phi0978.phi001:4.18.2;150;Maronea;701;B-['place']
5946;urn:cts:latinLit:phi0978.phi001:4.18.2;151;,;708;O
5947;urn:cts:latinLit:phi0978.phi001:4.18.2;152;formerly;710;O
5948;urn:cts:latinLit:phi0978.phi001:4.18.2;153;called;719;O
5949;urn:cts:latinLit:phi0978.phi001:4.18.2;154;Orthagorea;726;B-['place']
5950;urn:cts:latinLit:phi0978.phi001:4.18.2;155;.;736;O
5951;urn:cts:latinLit:phi0978.phi001:4.18.2;156;We;738;O
5952;urn:cts:latinLit:phi0978.phi001:4.18.2;157;then;741;O
5953;urn:cts:latinLit:phi0978.phi001:4.18.2;158;come;746;O
5954;urn:cts:latinLit:phi0978.phi001:4.18.2;159;to;751;O
5955;urn:cts:latinLit:phi0978.phi001:4.18.2;160;Mount;754;O
5956;urn:cts:latinLit:phi0978.phi001:4.18.2;161;Serrium;760;B-['place']
5957;urn:cts:latinLit:phi0978.phi001:4.18.2;162;and;768;O
5958;urn:cts:latinLit:phi0978.phi001:4.18.2;163;Zone;772;B-['place']
5959;urn:cts:latinLit:phi0978.phi001:4.18.2;164;,;776;O
5960;urn:cts:latinLit:phi0978.phi001:4.18.2;165;and;778;O
5961;urn:cts:latinLit:phi0978.phi001:4.18.2;166;then;782;O
5962;urn:cts:latinLit:phi0978.phi001:4.18.2;167;the;787;O
5963;urn:cts:latinLit:phi0978.phi001:4.18.2;168;place;791;O
5964;urn:cts:latinLit:phi0978.phi001:4.18.2;169;called;797;O
5965;urn:cts:latinLit:phi0978.phi001:4.18.2;170;Doriscus;804;B-['place']
5966;urn:cts:latinLit:phi0978.phi001:4.18.2;171;,;812;O
5967;urn:cts:latinLit:phi0978.phi001:4.18.2;172;capable;814;O
5968;urn:cts:latinLit:phi0978.phi001:4.18.2;173;of;822;O
5969;urn:cts:latinLit:phi0978.phi001:4.18.2;174;containing;825;O
5970;urn:cts:latinLit:phi0978.phi001:4.18.2;175;ten;836;O
5971;urn:cts:latinLit:phi0978.phi001:4.18.2;176;thousand;840;O
5972;urn:cts:latinLit:phi0978.phi001:4.18.2;177;men;849;O
5973;urn:cts:latinLit:phi0978.phi001:4.18.2;178;,;852;O
5974;urn:cts:latinLit:phi0978.phi001:4.18.2;179;for;854;O
5975;urn:cts:latinLit:phi0978.phi001:4.18.2;180;it;858;O
5976;urn:cts:latinLit:phi0978.phi001:4.18.2;181;was;861;O
5977;urn:cts:latinLit:phi0978.phi001:4.18.2;182;in;865;O
5978;urn:cts:latinLit:phi0978.phi001:4.18.2;183;bodies;868;O
5979;urn:cts:latinLit:phi0978.phi001:4.18.2;184;of;875;O
