Index,Reference,Index_paragraph,Token,Start_pos,ToposText,flair_nerlarge,ToposText_update,Sentence,Token_ID
3277,urn:cts:latinLit:phi0978.phi001:4.11.2,120,",",606,O,O,O,93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.606
3278,urn:cts:latinLit:phi0978.phi001:4.11.2,121,by,608,O,O,O,93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.608
3279,urn:cts:latinLit:phi0978.phi001:4.11.2,122,a,611,O,O,O,93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.611
3280,urn:cts:latinLit:phi0978.phi001:4.11.2,123,wall,613,B-['place'],O,B-['place'],93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.613
3281,urn:cts:latinLit:phi0978.phi001:4.11.2,124,five,618,O,O,O,93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.618
3282,urn:cts:latinLit:phi0978.phi001:4.11.2,125,miles,623,O,O,O,93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.623
3283,urn:cts:latinLit:phi0978.phi001:4.11.2,126,in,629,O,O,O,93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.629
3284,urn:cts:latinLit:phi0978.phi001:4.11.2,127,length,632,O,O,O,93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.632
3285,urn:cts:latinLit:phi0978.phi001:4.11.2,128,.,638,O,O,O,93,urn:cts:latinLit:phi0978.phi001:4.11.2.93.638
3286,urn:cts:latinLit:phi0978.phi001:4.11.2,129,Athens,640,B-['place'],B-LOC,B-['place'],94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.640
3287,urn:cts:latinLit:phi0978.phi001:4.11.2,130,is,647,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.647
3288,urn:cts:latinLit:phi0978.phi001:4.11.2,131,a,650,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.650
3289,urn:cts:latinLit:phi0978.phi001:4.11.2,132,free,652,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.652
3290,urn:cts:latinLit:phi0978.phi001:4.11.2,133,city,657,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.657
3291,urn:cts:latinLit:phi0978.phi001:4.11.2,134,",",661,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.661
3292,urn:cts:latinLit:phi0978.phi001:4.11.2,135,and,663,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.663
3293,urn:cts:latinLit:phi0978.phi001:4.11.2,136,needs,667,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.667
3294,urn:cts:latinLit:phi0978.phi001:4.11.2,137,not,673,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.673
3295,urn:cts:latinLit:phi0978.phi001:4.11.2,138,a,677,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.677
3296,urn:cts:latinLit:phi0978.phi001:4.11.2,139,word,679,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.679
3297,urn:cts:latinLit:phi0978.phi001:4.11.2,140,more,684,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.684
3298,urn:cts:latinLit:phi0978.phi001:4.11.2,141,from,689,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.689
3299,urn:cts:latinLit:phi0978.phi001:4.11.2,142,us,694,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.694
3300,urn:cts:latinLit:phi0978.phi001:4.11.2,143,in,697,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.697
3301,urn:cts:latinLit:phi0978.phi001:4.11.2,144,its,700,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.700
3302,urn:cts:latinLit:phi0978.phi001:4.11.2,145,commendation,704,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.704
3303,urn:cts:latinLit:phi0978.phi001:4.11.2,146,;,716,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.716
3304,urn:cts:latinLit:phi0978.phi001:4.11.2,147,of,718,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.718
3305,urn:cts:latinLit:phi0978.phi001:4.11.2,148,fame,721,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.721
3306,urn:cts:latinLit:phi0978.phi001:4.11.2,149,it,726,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.726
3307,urn:cts:latinLit:phi0978.phi001:4.11.2,150,enjoys,729,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.729
3308,urn:cts:latinLit:phi0978.phi001:4.11.2,151,even,736,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.736
3309,urn:cts:latinLit:phi0978.phi001:4.11.2,152,more,741,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.741
3310,urn:cts:latinLit:phi0978.phi001:4.11.2,153,than,746,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.746
3311,urn:cts:latinLit:phi0978.phi001:4.11.2,154,enough,751,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.751
3312,urn:cts:latinLit:phi0978.phi001:4.11.2,155,.,757,O,O,O,94,urn:cts:latinLit:phi0978.phi001:4.11.2.94.757
3313,urn:cts:latinLit:phi0978.phi001:4.11.2,156,In,759,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.759
3314,urn:cts:latinLit:phi0978.phi001:4.11.2,157,Attica,762,B-['place'],B-LOC,B-['place'],95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.762
3315,urn:cts:latinLit:phi0978.phi001:4.11.2,158,there,769,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.769
3316,urn:cts:latinLit:phi0978.phi001:4.11.2,159,are,775,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.775
3317,urn:cts:latinLit:phi0978.phi001:4.11.2,160,the,779,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.779
3318,urn:cts:latinLit:phi0978.phi001:4.11.2,161,Fountains,783,O,B-LOC,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.783
3319,urn:cts:latinLit:phi0978.phi001:4.11.2,162,of,793,O,I-LOC,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.793
3320,urn:cts:latinLit:phi0978.phi001:4.11.2,163,Cephisia,796,B-['place'],I-LOC,B-['place'],95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.796
3321,urn:cts:latinLit:phi0978.phi001:4.11.2,164,",",804,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.804
3322,urn:cts:latinLit:phi0978.phi001:4.11.2,165,Larine,806,O,B-LOC,B-LOC,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.806
3323,urn:cts:latinLit:phi0978.phi001:4.11.2,166,",",812,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.812
3324,urn:cts:latinLit:phi0978.phi001:4.11.2,167,Callirrhoe,814,B-['place'],O,B-['place'],95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.814
3325,urn:cts:latinLit:phi0978.phi001:4.11.2,168,Enneacrunos,825,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.825
3326,urn:cts:latinLit:phi0978.phi001:4.11.2,169,",",836,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.836
3327,urn:cts:latinLit:phi0978.phi001:4.11.2,170,and,838,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.838
3328,urn:cts:latinLit:phi0978.phi001:4.11.2,171,the,842,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.842
3329,urn:cts:latinLit:phi0978.phi001:4.11.2,172,mountains,846,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.846
3330,urn:cts:latinLit:phi0978.phi001:4.11.2,173,of,856,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.856
3331,urn:cts:latinLit:phi0978.phi001:4.11.2,174,Brilessus,859,B-['place'],B-LOC,B-['place'],95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.859
3332,urn:cts:latinLit:phi0978.phi001:4.11.2,175,",",868,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.868
3333,urn:cts:latinLit:phi0978.phi001:4.11.2,176,Aegialeus,870,O,B-LOC,B-LOC,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.870
3334,urn:cts:latinLit:phi0978.phi001:4.11.2,177,",",879,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.879
3335,urn:cts:latinLit:phi0978.phi001:4.11.2,178,Icarius,881,O,B-LOC,B-LOC,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.881
3336,urn:cts:latinLit:phi0978.phi001:4.11.2,179,",",888,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.888
3337,urn:cts:latinLit:phi0978.phi001:4.11.2,180,Hymettus,890,B-['place'],B-LOC,B-['place'],95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.890
3338,urn:cts:latinLit:phi0978.phi001:4.11.2,181,",",898,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.898
3339,urn:cts:latinLit:phi0978.phi001:4.11.2,182,Lycabettus,900,B-['place'],B-LOC,B-['place'],95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.900
3340,urn:cts:latinLit:phi0978.phi001:4.11.2,183,",",910,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.910
3341,urn:cts:latinLit:phi0978.phi001:4.11.2,184,and,912,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.912
3342,urn:cts:latinLit:phi0978.phi001:4.11.2,185,the,916,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.916
3343,urn:cts:latinLit:phi0978.phi001:4.11.2,186,place,920,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.920
3344,urn:cts:latinLit:phi0978.phi001:4.11.2,187,where,926,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.926
3345,urn:cts:latinLit:phi0978.phi001:4.11.2,188,Ilissus,932,B-['place'],O,B-['place'],95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.932
3346,urn:cts:latinLit:phi0978.phi001:4.11.2,189,stood,940,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.940
3347,urn:cts:latinLit:phi0978.phi001:4.11.2,190,.,945,O,O,O,95,urn:cts:latinLit:phi0978.phi001:4.11.2.95.945
3348,urn:cts:latinLit:phi0978.phi001:4.11.2,191,At,947,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.947
3349,urn:cts:latinLit:phi0978.phi001:4.11.2,192,the,950,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.950
3350,urn:cts:latinLit:phi0978.phi001:4.11.2,193,distance,954,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.954
3351,urn:cts:latinLit:phi0978.phi001:4.11.2,194,of,963,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.963
3352,urn:cts:latinLit:phi0978.phi001:4.11.2,195,forty-five,966,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.966
3353,urn:cts:latinLit:phi0978.phi001:4.11.2,196,miles,977,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.977
3354,urn:cts:latinLit:phi0978.phi001:4.11.2,197,from,983,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.983
3355,urn:cts:latinLit:phi0978.phi001:4.11.2,198,the,988,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.988
3356,urn:cts:latinLit:phi0978.phi001:4.11.2,199,Piraeus,992,B-['place'],B-LOC,B-['place'],96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.992
3357,urn:cts:latinLit:phi0978.phi001:4.11.2,200,is,1000,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.1000
3358,urn:cts:latinLit:phi0978.phi001:4.11.2,201,the,1003,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.1003
3359,urn:cts:latinLit:phi0978.phi001:4.11.2,202,Promontory,1007,O,B-LOC,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.1007
3360,urn:cts:latinLit:phi0978.phi001:4.11.2,203,of,1018,O,I-LOC,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.1018
3361,urn:cts:latinLit:phi0978.phi001:4.11.2,204,Sounion,1021,B-['place'],I-LOC,B-['place'],96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.1021
3362,urn:cts:latinLit:phi0978.phi001:4.11.2,205,.,1028,O,O,O,96,urn:cts:latinLit:phi0978.phi001:4.11.2.96.1028
3363,urn:cts:latinLit:phi0978.phi001:4.11.2,206,There,1030,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1030
3364,urn:cts:latinLit:phi0978.phi001:4.11.2,207,is,1036,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1036
3365,urn:cts:latinLit:phi0978.phi001:4.11.2,208,also,1039,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1039
3366,urn:cts:latinLit:phi0978.phi001:4.11.2,209,the,1044,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1044
3367,urn:cts:latinLit:phi0978.phi001:4.11.2,210,Promontory,1048,O,B-LOC,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1048
3368,urn:cts:latinLit:phi0978.phi001:4.11.2,211,of,1059,O,I-LOC,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1059
3369,urn:cts:latinLit:phi0978.phi001:4.11.2,212,Thoricos,1062,B-['place'],I-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1062
3370,urn:cts:latinLit:phi0978.phi001:4.11.2,213,;,1070,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1070
3371,urn:cts:latinLit:phi0978.phi001:4.11.2,214,Potamos,1072,B-['place'],B-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1072
3372,urn:cts:latinLit:phi0978.phi001:4.11.2,215,",",1079,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1079
3373,urn:cts:latinLit:phi0978.phi001:4.11.2,216,Steria,1081,B-['place'],B-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1081
3374,urn:cts:latinLit:phi0978.phi001:4.11.2,217,",",1087,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1087
3375,urn:cts:latinLit:phi0978.phi001:4.11.2,218,and,1089,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1089
3376,urn:cts:latinLit:phi0978.phi001:4.11.2,219,Brauron,1093,B-['place'],B-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1093
3377,urn:cts:latinLit:phi0978.phi001:4.11.2,220,",",1100,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1100
3378,urn:cts:latinLit:phi0978.phi001:4.11.2,221,once,1102,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1102
3379,urn:cts:latinLit:phi0978.phi001:4.11.2,222,towns,1107,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1107
3380,urn:cts:latinLit:phi0978.phi001:4.11.2,223,",",1112,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1112
3381,urn:cts:latinLit:phi0978.phi001:4.11.2,224,the,1114,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1114
3382,urn:cts:latinLit:phi0978.phi001:4.11.2,225,borough,1118,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1118
3383,urn:cts:latinLit:phi0978.phi001:4.11.2,226,of,1126,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1126
3384,urn:cts:latinLit:phi0978.phi001:4.11.2,227,Rhamnus,1129,B-['place'],B-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1129
3385,urn:cts:latinLit:phi0978.phi001:4.11.2,228,",",1136,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1136
3386,urn:cts:latinLit:phi0978.phi001:4.11.2,229,the,1138,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1138
3387,urn:cts:latinLit:phi0978.phi001:4.11.2,230,place,1142,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1142
3388,urn:cts:latinLit:phi0978.phi001:4.11.2,231,where,1148,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1148
3389,urn:cts:latinLit:phi0978.phi001:4.11.2,232,Marathon,1154,B-['place'],B-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1154
3390,urn:cts:latinLit:phi0978.phi001:4.11.2,233,stood,1163,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1163
3391,urn:cts:latinLit:phi0978.phi001:4.11.2,234,",",1168,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1168
3392,urn:cts:latinLit:phi0978.phi001:4.11.2,235,the,1170,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1170
3393,urn:cts:latinLit:phi0978.phi001:4.11.2,236,Thriasian,1174,O,B-LOC,B-LOC,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1174
3394,urn:cts:latinLit:phi0978.phi001:4.11.2,237,plain,1184,O,B-LOC,B-LOC,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1184
3395,urn:cts:latinLit:phi0978.phi001:4.11.2,238,",",1189,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1189
3396,urn:cts:latinLit:phi0978.phi001:4.11.2,239,the,1191,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1191
3397,urn:cts:latinLit:phi0978.phi001:4.11.2,240,town,1195,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1195
3398,urn:cts:latinLit:phi0978.phi001:4.11.2,241,of,1200,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1200
3399,urn:cts:latinLit:phi0978.phi001:4.11.2,242,Melite,1203,B-['place'],B-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1203
3400,urn:cts:latinLit:phi0978.phi001:4.11.2,243,",",1209,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1209
3401,urn:cts:latinLit:phi0978.phi001:4.11.2,244,and,1211,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1211
3402,urn:cts:latinLit:phi0978.phi001:4.11.2,245,Oropus,1215,B-['place'],B-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1215
3403,urn:cts:latinLit:phi0978.phi001:4.11.2,246,upon,1222,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1222
3404,urn:cts:latinLit:phi0978.phi001:4.11.2,247,the,1227,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1227
3405,urn:cts:latinLit:phi0978.phi001:4.11.2,248,confines,1231,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1231
3406,urn:cts:latinLit:phi0978.phi001:4.11.2,249,of,1240,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1240
3407,urn:cts:latinLit:phi0978.phi001:4.11.2,250,Boeotia,1243,B-['place'],B-LOC,B-['place'],97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1243
3408,urn:cts:latinLit:phi0978.phi001:4.11.2,251,.,1250,O,O,O,97,urn:cts:latinLit:phi0978.phi001:4.11.2.97.1250
3409,urn:cts:latinLit:phi0978.phi001:4.12.1,0,§,0,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.0
3410,urn:cts:latinLit:phi0978.phi001:4.12.1,1,4.12.1,2,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.2
3411,urn:cts:latinLit:phi0978.phi001:4.12.1,2,BOIOTIA,10,O,B-LOC,B-LOC,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.10
3412,urn:cts:latinLit:phi0978.phi001:4.12.1,3,:,17,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.17
3413,urn:cts:latinLit:phi0978.phi001:4.12.1,4,In,19,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.19
3414,urn:cts:latinLit:phi0978.phi001:4.12.1,5,this,22,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.22
3415,urn:cts:latinLit:phi0978.phi001:4.12.1,6,country,27,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.27
3416,urn:cts:latinLit:phi0978.phi001:4.12.1,7,are,35,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.35
3417,urn:cts:latinLit:phi0978.phi001:4.12.1,8,Anthedon,39,B-['place'],B-LOC,B-['place'],98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.39
3418,urn:cts:latinLit:phi0978.phi001:4.12.1,9,",",47,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.47
3419,urn:cts:latinLit:phi0978.phi001:4.12.1,10,Onchestus,49,B-['place'],B-LOC,B-['place'],98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.49
3420,urn:cts:latinLit:phi0978.phi001:4.12.1,11,",",58,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.58
3421,urn:cts:latinLit:phi0978.phi001:4.12.1,12,the,60,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.60
3422,urn:cts:latinLit:phi0978.phi001:4.12.1,13,free,64,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.64
3423,urn:cts:latinLit:phi0978.phi001:4.12.1,14,town,69,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.69
3424,urn:cts:latinLit:phi0978.phi001:4.12.1,15,of,74,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.74
3425,urn:cts:latinLit:phi0978.phi001:4.12.1,16,Thespiae,77,B-['place'],B-LOC,B-['place'],98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.77
3426,urn:cts:latinLit:phi0978.phi001:4.12.1,17,",",85,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.85
3427,urn:cts:latinLit:phi0978.phi001:4.12.1,18,Lebadea,87,B-['place'],B-LOC,B-['place'],98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.87
3428,urn:cts:latinLit:phi0978.phi001:4.12.1,19,",",94,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.94
3429,urn:cts:latinLit:phi0978.phi001:4.12.1,20,and,96,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.96
3430,urn:cts:latinLit:phi0978.phi001:4.12.1,21,then,100,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.100
3431,urn:cts:latinLit:phi0978.phi001:4.12.1,22,Thebes,105,B-['place'],B-LOC,B-['place'],98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.105
3432,urn:cts:latinLit:phi0978.phi001:4.12.1,23,",",111,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.111
3433,urn:cts:latinLit:phi0978.phi001:4.12.1,24,surnamed,113,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.113
3434,urn:cts:latinLit:phi0978.phi001:4.12.1,25,Boeotian,122,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.122
3435,urn:cts:latinLit:phi0978.phi001:4.12.1,26,",",130,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.130
3436,urn:cts:latinLit:phi0978.phi001:4.12.1,27,which,132,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.132
3437,urn:cts:latinLit:phi0978.phi001:4.12.1,28,does,138,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.138
3438,urn:cts:latinLit:phi0978.phi001:4.12.1,29,not,143,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.143
3439,urn:cts:latinLit:phi0978.phi001:4.12.1,30,yield,147,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.147
3440,urn:cts:latinLit:phi0978.phi001:4.12.1,31,the,153,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.153
3441,urn:cts:latinLit:phi0978.phi001:4.12.1,32,palm,157,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.157
3442,urn:cts:latinLit:phi0978.phi001:4.12.1,33,to,162,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.162
3443,urn:cts:latinLit:phi0978.phi001:4.12.1,34,Athens,165,B-['place'],B-LOC,B-['place'],98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.165
3444,urn:cts:latinLit:phi0978.phi001:4.12.1,35,even,172,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.172
3445,urn:cts:latinLit:phi0978.phi001:4.12.1,36,in,177,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.177
3446,urn:cts:latinLit:phi0978.phi001:4.12.1,37,celebrity,180,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.180
3447,urn:cts:latinLit:phi0978.phi001:4.12.1,38,;,189,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.189
3448,urn:cts:latinLit:phi0978.phi001:4.12.1,39,the,191,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.191
3449,urn:cts:latinLit:phi0978.phi001:4.12.1,40,native,195,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.195
3450,urn:cts:latinLit:phi0978.phi001:4.12.1,41,land,202,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.202
3451,urn:cts:latinLit:phi0978.phi001:4.12.1,42,",",206,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.206
3452,urn:cts:latinLit:phi0978.phi001:4.12.1,43,according,208,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.208
3453,urn:cts:latinLit:phi0978.phi001:4.12.1,44,to,218,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.218
3454,urn:cts:latinLit:phi0978.phi001:4.12.1,45,the,221,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.221
3455,urn:cts:latinLit:phi0978.phi001:4.12.1,46,common,225,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.225
3456,urn:cts:latinLit:phi0978.phi001:4.12.1,47,notion,232,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.232
3457,urn:cts:latinLit:phi0978.phi001:4.12.1,48,",",238,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.238
3458,urn:cts:latinLit:phi0978.phi001:4.12.1,49,of,240,O,O,O,98,urn:cts:latinLit:phi0978.phi001:4.12.1.98.240
