,Reference,Index,Token,Start_pos,BIO_Flair,Precision_Flair,BIO_Flair-large,Precision_Flair-large,BIO_Flair_Splitter,Precision_Flair_Splitter,BIO_spaCy-md,BIO_spaCy-trf
1438,urn:cts:latinLit:phi0978.phi001:4.5.1,237,the,1144,O,-,O,-,O,-,O,O
1439,urn:cts:latinLit:phi0978.phi001:4.5.1,238,other,1148,O,-,O,-,O,-,O,O
1440,urn:cts:latinLit:phi0978.phi001:4.5.1,239,",",1153,O,-,O,-,O,-,O,O
1441,urn:cts:latinLit:phi0978.phi001:4.5.1,240,form,1155,O,-,O,-,O,-,O,O
1442,urn:cts:latinLit:phi0978.phi001:4.5.1,241,the,1160,O,-,O,-,O,-,O,O
1443,urn:cts:latinLit:phi0978.phi001:4.5.1,242,frontiers,1164,O,-,O,-,O,-,O,O
1444,urn:cts:latinLit:phi0978.phi001:4.5.1,243,of,1174,O,-,O,-,O,-,O,O
1445,urn:cts:latinLit:phi0978.phi001:4.5.1,244,this,1177,O,-,O,-,O,-,O,O
1446,urn:cts:latinLit:phi0978.phi001:4.5.1,245,narrow,1182,O,-,O,-,O,-,O,O
1447,urn:cts:latinLit:phi0978.phi001:4.5.1,246,passage,1189,O,-,O,-,O,-,O,O
1448,urn:cts:latinLit:phi0978.phi001:4.5.1,247,",",1196,O,-,O,-,O,-,O,O
1449,urn:cts:latinLit:phi0978.phi001:4.5.1,248,which,1198,O,-,O,-,O,-,O,O
1450,urn:cts:latinLit:phi0978.phi001:4.5.1,249,thus,1204,O,-,O,-,O,-,O,O
1451,urn:cts:latinLit:phi0978.phi001:4.5.1,250,compels,1209,O,-,O,-,O,-,O,O
1452,urn:cts:latinLit:phi0978.phi001:4.5.1,251,to,1217,O,-,O,-,O,-,O,O
1453,urn:cts:latinLit:phi0978.phi001:4.5.1,252,a,1220,O,-,O,-,O,-,O,O
1454,urn:cts:latinLit:phi0978.phi001:4.5.1,253,tedious,1222,O,-,O,-,O,-,O,O
1455,urn:cts:latinLit:phi0978.phi001:4.5.1,254,and,1230,O,-,O,-,O,-,O,O
1456,urn:cts:latinLit:phi0978.phi001:4.5.1,255,perilous,1234,O,-,O,-,O,-,O,O
1457,urn:cts:latinLit:phi0978.phi001:4.5.1,256,circumnavigation,1243,O,-,O,-,O,-,O,O
1458,urn:cts:latinLit:phi0978.phi001:4.5.1,257,such,1260,O,-,O,-,O,-,O,O
1459,urn:cts:latinLit:phi0978.phi001:4.5.1,258,vessels,1265,O,-,O,-,O,-,O,O
1460,urn:cts:latinLit:phi0978.phi001:4.5.1,259,as,1273,O,-,O,-,O,-,O,O
1461,urn:cts:latinLit:phi0978.phi001:4.5.1,260,from,1276,O,-,O,-,O,-,O,O
1462,urn:cts:latinLit:phi0978.phi001:4.5.1,261,their,1281,O,-,O,-,O,-,O,O
1463,urn:cts:latinLit:phi0978.phi001:4.5.1,262,magnitude,1287,O,-,O,-,O,-,O,O
1464,urn:cts:latinLit:phi0978.phi001:4.5.1,263,cannot,1297,O,-,O,-,O,-,O,O
1465,urn:cts:latinLit:phi0978.phi001:4.5.1,264,be,1304,O,-,O,-,O,-,O,O
1466,urn:cts:latinLit:phi0978.phi001:4.5.1,265,carried,1307,O,-,O,-,O,-,O,O
1467,urn:cts:latinLit:phi0978.phi001:4.5.1,266,across,1315,O,-,O,-,O,-,O,O
1468,urn:cts:latinLit:phi0978.phi001:4.5.1,267,by,1322,O,-,O,-,O,-,O,O
1469,urn:cts:latinLit:phi0978.phi001:4.5.1,268,land,1325,O,-,O,-,O,-,O,O
1470,urn:cts:latinLit:phi0978.phi001:4.5.1,269,on,1330,O,-,O,-,O,-,O,O
1471,urn:cts:latinLit:phi0978.phi001:4.5.1,270,vehicles,1333,O,-,O,-,O,-,O,O
1472,urn:cts:latinLit:phi0978.phi001:4.5.1,271,.,1341,O,-,O,-,O,-,O,O
1473,urn:cts:latinLit:phi0978.phi001:4.5.1,272,For,1343,O,-,O,-,O,-,O,O
1474,urn:cts:latinLit:phi0978.phi001:4.5.1,273,this,1347,O,-,O,-,O,-,O,O
1475,urn:cts:latinLit:phi0978.phi001:4.5.1,274,reason,1352,O,-,O,-,O,-,O,O
1476,urn:cts:latinLit:phi0978.phi001:4.5.1,275,it,1359,O,-,O,-,O,-,O,O
1477,urn:cts:latinLit:phi0978.phi001:4.5.1,276,is,1362,O,-,O,-,O,-,O,O
1478,urn:cts:latinLit:phi0978.phi001:4.5.1,277,that,1365,O,-,O,-,O,-,O,O
1479,urn:cts:latinLit:phi0978.phi001:4.5.1,278,both,1370,O,-,O,-,O,-,O,O
1480,urn:cts:latinLit:phi0978.phi001:4.5.1,279,King,1375,O,-,O,-,O,-,B-PERSON,O
1481,urn:cts:latinLit:phi0978.phi001:4.5.1,280,Demetrius,1380,B-PER,0.9730605483055115,B-PER,0.7047361135482788,B-PER,0.9992590546607971,I-PERSON,B-PERSON
1482,urn:cts:latinLit:phi0978.phi001:4.5.1,281,",",1389,O,-,O,-,O,-,O,O
1483,urn:cts:latinLit:phi0978.phi001:4.5.1,282,Caesar,1391,B-PER,0.707586536804835,B-PER,0.9999211231867472,B-PER,0.9996373454729716,O,B-PERSON
1484,urn:cts:latinLit:phi0978.phi001:4.5.1,283,the,1398,I-PER,0.707586536804835,I-PER,0.9999211231867472,I-PER,0.9996373454729716,O,I-PERSON
1485,urn:cts:latinLit:phi0978.phi001:4.5.1,284,Dictator,1402,I-PER,0.707586536804835,I-PER,0.9999211231867472,I-PER,0.9996373454729716,O,I-PERSON
1486,urn:cts:latinLit:phi0978.phi001:4.5.1,285,",",1410,O,-,O,-,O,-,O,O
1487,urn:cts:latinLit:phi0978.phi001:4.5.1,286,the,1412,O,-,O,-,O,-,O,O
1488,urn:cts:latinLit:phi0978.phi001:4.5.1,287,prince,1416,O,-,O,-,O,-,O,O
1489,urn:cts:latinLit:phi0978.phi001:4.5.1,288,Caius,1423,B-PER,0.9370052814483643,B-PER,0.999690055847168,B-PER,0.9999825954437256,B-PERSON,B-PERSON
1490,urn:cts:latinLit:phi0978.phi001:4.5.1,289,",",1428,O,-,O,-,O,-,O,O
1491,urn:cts:latinLit:phi0978.phi001:4.5.1,290,and,1430,O,-,O,-,O,-,O,O
1492,urn:cts:latinLit:phi0978.phi001:4.5.1,291,Domitius,1434,B-PER,0.9942655265331268,B-PER,0.9999850988388062,B-PER,0.9999821186065674,B-PERSON,B-PERSON
1493,urn:cts:latinLit:phi0978.phi001:4.5.1,292,Nero,1443,I-PER,0.9942655265331268,I-PER,0.9999850988388062,I-PER,0.9999821186065674,I-PERSON,I-PERSON
1494,urn:cts:latinLit:phi0978.phi001:4.5.1,293,",",1447,O,-,O,-,O,-,O,O
1495,urn:cts:latinLit:phi0978.phi001:4.5.1,294,have,1449,O,-,O,-,O,-,O,O
1496,urn:cts:latinLit:phi0978.phi001:4.5.1,295,at,1454,O,-,O,-,O,-,O,O
1497,urn:cts:latinLit:phi0978.phi001:4.5.1,296,different,1457,O,-,O,-,O,-,O,O
1498,urn:cts:latinLit:phi0978.phi001:4.5.1,297,times,1467,O,-,O,-,O,-,O,O
1499,urn:cts:latinLit:phi0978.phi001:4.5.1,298,made,1473,O,-,O,-,O,-,O,O
1500,urn:cts:latinLit:phi0978.phi001:4.5.1,299,the,1478,O,-,O,-,O,-,O,O
1501,urn:cts:latinLit:phi0978.phi001:4.5.1,300,attempt,1482,O,-,O,-,O,-,O,O
1502,urn:cts:latinLit:phi0978.phi001:4.5.1,301,to,1490,O,-,O,-,O,-,O,O
1503,urn:cts:latinLit:phi0978.phi001:4.5.1,302,cut,1493,O,-,O,-,O,-,O,O
1504,urn:cts:latinLit:phi0978.phi001:4.5.1,303,through,1497,O,-,O,-,O,-,O,O
1505,urn:cts:latinLit:phi0978.phi001:4.5.1,304,this,1505,O,-,O,-,O,-,O,O
1506,urn:cts:latinLit:phi0978.phi001:4.5.1,305,neck,1510,O,-,O,-,O,-,O,O
1507,urn:cts:latinLit:phi0978.phi001:4.5.1,306,by,1515,O,-,O,-,O,-,O,O
1508,urn:cts:latinLit:phi0978.phi001:4.5.1,307,forming,1518,O,-,O,-,O,-,O,O
1509,urn:cts:latinLit:phi0978.phi001:4.5.1,308,a,1526,O,-,O,-,O,-,O,O
1510,urn:cts:latinLit:phi0978.phi001:4.5.1,309,navigable,1528,O,-,O,-,O,-,O,O
1511,urn:cts:latinLit:phi0978.phi001:4.5.1,310,canal,1538,O,-,O,-,O,-,O,O
1512,urn:cts:latinLit:phi0978.phi001:4.5.1,311,;,1543,O,-,O,-,O,-,O,O
1513,urn:cts:latinLit:phi0978.phi001:4.5.1,312,a,1545,O,-,O,-,O,-,O,O
1514,urn:cts:latinLit:phi0978.phi001:4.5.1,313,profane,1547,O,-,O,-,O,-,O,O
1515,urn:cts:latinLit:phi0978.phi001:4.5.1,314,design,1555,O,-,O,-,O,-,O,O
1516,urn:cts:latinLit:phi0978.phi001:4.5.1,315,",",1561,O,-,O,-,O,-,O,O
1517,urn:cts:latinLit:phi0978.phi001:4.5.1,316,as,1563,O,-,O,-,O,-,O,O
1518,urn:cts:latinLit:phi0978.phi001:4.5.1,317,may,1566,O,-,O,-,O,-,O,O
1519,urn:cts:latinLit:phi0978.phi001:4.5.1,318,be,1570,O,-,O,-,O,-,O,O
1520,urn:cts:latinLit:phi0978.phi001:4.5.1,319,clearly,1573,O,-,O,-,O,-,O,O
1521,urn:cts:latinLit:phi0978.phi001:4.5.1,320,seen,1581,O,-,O,-,O,-,O,O
1522,urn:cts:latinLit:phi0978.phi001:4.5.1,321,by,1586,O,-,O,-,O,-,O,O
1523,urn:cts:latinLit:phi0978.phi001:4.5.1,322,the,1589,O,-,O,-,O,-,O,O
1524,urn:cts:latinLit:phi0978.phi001:4.5.1,323,result,1593,O,-,O,-,O,-,O,O
1525,urn:cts:latinLit:phi0978.phi001:4.5.1,324,in,1600,O,-,O,-,O,-,O,O
1526,urn:cts:latinLit:phi0978.phi001:4.5.1,325,every,1603,O,-,O,-,O,-,O,O
1527,urn:cts:latinLit:phi0978.phi001:4.5.1,326,one,1609,O,-,O,-,O,-,O,O
1528,urn:cts:latinLit:phi0978.phi001:4.5.1,327,of,1613,O,-,O,-,O,-,O,O
1529,urn:cts:latinLit:phi0978.phi001:4.5.1,328,these,1616,O,-,O,-,O,-,O,O
1530,urn:cts:latinLit:phi0978.phi001:4.5.1,329,instances,1622,O,-,O,-,O,-,O,O
1531,urn:cts:latinLit:phi0978.phi001:4.5.1,330,.,1631,O,-,O,-,O,-,O,O
1532,urn:cts:latinLit:phi0978.phi001:4.5.2,0,§,0,O,-,O,-,O,-,O,O
1533,urn:cts:latinLit:phi0978.phi001:4.5.2,1,4.5.2,2,O,-,O,-,O,-,O,O
1534,urn:cts:latinLit:phi0978.phi001:4.5.2,2,Upon,9,O,-,O,-,O,-,O,O
1535,urn:cts:latinLit:phi0978.phi001:4.5.2,3,the,14,O,-,O,-,O,-,O,O
1536,urn:cts:latinLit:phi0978.phi001:4.5.2,4,middle,18,O,-,O,-,O,-,O,O
1537,urn:cts:latinLit:phi0978.phi001:4.5.2,5,of,25,O,-,O,-,O,-,O,O
1538,urn:cts:latinLit:phi0978.phi001:4.5.2,6,this,28,O,-,O,-,O,-,O,O
1539,urn:cts:latinLit:phi0978.phi001:4.5.2,7,intervening,33,O,-,O,-,O,-,O,O
1540,urn:cts:latinLit:phi0978.phi001:4.5.2,8,neck,45,O,-,O,-,O,-,O,O
1541,urn:cts:latinLit:phi0978.phi001:4.5.2,9,which,50,O,-,O,-,O,-,O,O
1542,urn:cts:latinLit:phi0978.phi001:4.5.2,10,we,56,O,-,O,-,O,-,O,O
1543,urn:cts:latinLit:phi0978.phi001:4.5.2,11,have,59,O,-,O,-,O,-,O,O
1544,urn:cts:latinLit:phi0978.phi001:4.5.2,12,called,64,O,-,O,-,O,-,O,O
1545,urn:cts:latinLit:phi0978.phi001:4.5.2,13,the,71,O,-,O,-,O,-,O,O
1546,urn:cts:latinLit:phi0978.phi001:4.5.2,14,Isthmus,75,B-LOC,0.7958644032478333,B-LOC,0.9998602867126465,B-LOC,0.9999579191207886,B-FAC,B-LOC
1547,urn:cts:latinLit:phi0978.phi001:4.5.2,15,",",82,O,-,O,-,O,-,O,O
1548,urn:cts:latinLit:phi0978.phi001:4.5.2,16,stands,84,O,-,O,-,O,-,O,O
1549,urn:cts:latinLit:phi0978.phi001:4.5.2,17,the,91,O,-,O,-,O,-,O,O
1550,urn:cts:latinLit:phi0978.phi001:4.5.2,18,colony,95,O,-,O,-,O,-,O,O
1551,urn:cts:latinLit:phi0978.phi001:4.5.2,19,of,102,O,-,O,-,O,-,O,O
1552,urn:cts:latinLit:phi0978.phi001:4.5.2,20,Corinth,105,B-LOC,0.9985314607620239,B-LOC,0.9999810457229614,B-LOC,0.99997878074646,B-GPE,B-GPE
1553,urn:cts:latinLit:phi0978.phi001:4.5.2,21,",",112,O,-,O,-,O,-,O,O
1554,urn:cts:latinLit:phi0978.phi001:4.5.2,22,formerly,114,O,-,O,-,O,-,O,O
1555,urn:cts:latinLit:phi0978.phi001:4.5.2,23,known,123,O,-,O,-,O,-,O,O
1556,urn:cts:latinLit:phi0978.phi001:4.5.2,24,by,129,O,-,O,-,O,-,O,O
1557,urn:cts:latinLit:phi0978.phi001:4.5.2,25,the,132,O,-,O,-,O,-,O,O
1558,urn:cts:latinLit:phi0978.phi001:4.5.2,26,name,136,O,-,O,-,O,-,O,O
1559,urn:cts:latinLit:phi0978.phi001:4.5.2,27,of,141,O,-,O,-,O,-,O,O
1560,urn:cts:latinLit:phi0978.phi001:4.5.2,28,Ephyre,144,B-LOC,0.5225187540054321,B-LOC,0.9999779462814331,B-LOC,0.9999805688858032,B-ORG,B-GPE
1561,urn:cts:latinLit:phi0978.phi001:4.5.2,29,",",150,O,-,O,-,O,-,O,O
1562,urn:cts:latinLit:phi0978.phi001:4.5.2,30,situate,152,O,-,O,-,O,-,O,O
1563,urn:cts:latinLit:phi0978.phi001:4.5.2,31,upon,160,O,-,O,-,O,-,O,O
1564,urn:cts:latinLit:phi0978.phi001:4.5.2,32,the,165,O,-,O,-,O,-,O,O
1565,urn:cts:latinLit:phi0978.phi001:4.5.2,33,brow,169,O,-,O,-,O,-,O,O
1566,urn:cts:latinLit:phi0978.phi001:4.5.2,34,of,174,O,-,O,-,O,-,O,O
1567,urn:cts:latinLit:phi0978.phi001:4.5.2,35,a,177,O,-,O,-,O,-,O,O
1568,urn:cts:latinLit:phi0978.phi001:4.5.2,36,hill,179,O,-,O,-,O,-,O,O
1569,urn:cts:latinLit:phi0978.phi001:4.5.2,37,",",183,O,-,O,-,O,-,O,O
1570,urn:cts:latinLit:phi0978.phi001:4.5.2,38,at,185,O,-,O,-,O,-,O,O
1571,urn:cts:latinLit:phi0978.phi001:4.5.2,39,a,188,O,-,O,-,O,-,O,O
1572,urn:cts:latinLit:phi0978.phi001:4.5.2,40,distance,190,O,-,O,-,O,-,O,O
1573,urn:cts:latinLit:phi0978.phi001:4.5.2,41,of,199,O,-,O,-,O,-,O,O
1574,urn:cts:latinLit:phi0978.phi001:4.5.2,42,sixty,202,O,-,O,-,O,-,B-CARDINAL,B-CARDINAL
1575,urn:cts:latinLit:phi0978.phi001:4.5.2,43,stadia,208,O,-,O,-,O,-,O,O
1576,urn:cts:latinLit:phi0978.phi001:4.5.2,44,from,215,O,-,O,-,O,-,O,O
1577,urn:cts:latinLit:phi0978.phi001:4.5.2,45,the,220,O,-,O,-,O,-,O,O
1578,urn:cts:latinLit:phi0978.phi001:4.5.2,46,shore,224,O,-,O,-,O,-,O,O
1579,urn:cts:latinLit:phi0978.phi001:4.5.2,47,of,230,O,-,O,-,O,-,O,O
1580,urn:cts:latinLit:phi0978.phi001:4.5.2,48,either,233,O,-,O,-,O,-,O,O
1581,urn:cts:latinLit:phi0978.phi001:4.5.2,49,sea,240,O,-,O,-,O,-,O,O
1582,urn:cts:latinLit:phi0978.phi001:4.5.2,50,.,243,O,-,O,-,O,-,O,O
1583,urn:cts:latinLit:phi0978.phi001:4.5.2,51,From,245,O,-,O,-,O,-,O,O
1584,urn:cts:latinLit:phi0978.phi001:4.5.2,52,the,250,O,-,O,-,O,-,O,O
1585,urn:cts:latinLit:phi0978.phi001:4.5.2,53,heights,254,O,-,O,-,O,-,O,O
1586,urn:cts:latinLit:phi0978.phi001:4.5.2,54,of,262,O,-,O,-,O,-,O,O
1587,urn:cts:latinLit:phi0978.phi001:4.5.2,55,its,265,O,-,O,-,O,-,O,O
1588,urn:cts:latinLit:phi0978.phi001:4.5.2,56,citadel,269,O,-,O,-,O,-,O,O
1589,urn:cts:latinLit:phi0978.phi001:4.5.2,57,",",276,O,-,O,-,O,-,O,O
1590,urn:cts:latinLit:phi0978.phi001:4.5.2,58,which,278,O,-,O,-,O,-,O,O
1591,urn:cts:latinLit:phi0978.phi001:4.5.2,59,is,284,O,-,O,-,O,-,O,O
1592,urn:cts:latinLit:phi0978.phi001:4.5.2,60,called,287,O,-,O,-,O,-,O,O
1593,urn:cts:latinLit:phi0978.phi001:4.5.2,61,Acrocorinthus,294,B-MISC,0.8937971591949463,B-LOC,0.9993775486946106,B-LOC,0.9993767142295837,B-ORG,B-LOC
1594,urn:cts:latinLit:phi0978.phi001:4.5.2,62,",",307,O,-,O,-,O,-,O,O
1595,urn:cts:latinLit:phi0978.phi001:4.5.2,63,or,309,O,-,O,-,O,-,O,O
1596,urn:cts:latinLit:phi0978.phi001:4.5.2,64,the,312,O,-,O,-,O,-,B-GPE,O
1597,urn:cts:latinLit:phi0978.phi001:4.5.2,65,"""",316,O,-,O,-,O,-,I-GPE,O
1598,urn:cts:latinLit:phi0978.phi001:4.5.2,66,Heights,317,B-MISC,0.8082365194956461,B-LOC,0.9998428821563721,B-LOC,0.9998630483945211,I-GPE,O
1599,urn:cts:latinLit:phi0978.phi001:4.5.2,67,of,325,I-MISC,0.8082365194956461,I-LOC,0.9998428821563721,I-LOC,0.9998630483945211,I-GPE,O
1600,urn:cts:latinLit:phi0978.phi001:4.5.2,68,Corinth,328,I-MISC,0.8082365194956461,I-LOC,0.9998428821563721,I-LOC,0.9998630483945211,I-GPE,B-GPE
1601,urn:cts:latinLit:phi0978.phi001:4.5.2,69,",""",335,O,-,O,-,O,-,O,O
1602,urn:cts:latinLit:phi0978.phi001:4.5.2,70,and,338,O,-,O,-,O,-,O,O
1603,urn:cts:latinLit:phi0978.phi001:4.5.2,71,in,342,O,-,O,-,O,-,O,O
1604,urn:cts:latinLit:phi0978.phi001:4.5.2,72,which,345,O,-,O,-,O,-,O,O
1605,urn:cts:latinLit:phi0978.phi001:4.5.2,73,is,351,O,-,O,-,O,-,O,O
1606,urn:cts:latinLit:phi0978.phi001:4.5.2,74,the,354,O,-,O,-,O,-,B-ORG,B-FAC
1607,urn:cts:latinLit:phi0978.phi001:4.5.2,75,Fountain,358,B-LOC,0.5860687295595804,B-LOC,0.7404077649116516,B-LOC,0.7130476832389832,I-ORG,I-FAC
1608,urn:cts:latinLit:phi0978.phi001:4.5.2,76,of,367,I-LOC,0.5860687295595804,I-LOC,0.7404077649116516,I-LOC,0.7130476832389832,I-ORG,I-FAC
1609,urn:cts:latinLit:phi0978.phi001:4.5.2,77,Pirene,370,I-LOC,0.5860687295595804,I-LOC,0.7404077649116516,I-LOC,0.7130476832389832,I-ORG,I-FAC
1610,urn:cts:latinLit:phi0978.phi001:4.5.2,78,",",376,O,-,O,-,O,-,O,O
1611,urn:cts:latinLit:phi0978.phi001:4.5.2,79,it,378,O,-,O,-,O,-,O,O
1612,urn:cts:latinLit:phi0978.phi001:4.5.2,80,looks,381,O,-,O,-,O,-,O,O
1613,urn:cts:latinLit:phi0978.phi001:4.5.2,81,down,387,O,-,O,-,O,-,O,O
1614,urn:cts:latinLit:phi0978.phi001:4.5.2,82,upon,392,O,-,O,-,O,-,O,O
1615,urn:cts:latinLit:phi0978.phi001:4.5.2,83,the,397,O,-,O,-,O,-,O,O
1616,urn:cts:latinLit:phi0978.phi001:4.5.2,84,two,401,O,-,O,-,O,-,B-CARDINAL,B-CARDINAL
1617,urn:cts:latinLit:phi0978.phi001:4.5.2,85,seas,405,O,-,O,-,O,-,O,O
1618,urn:cts:latinLit:phi0978.phi001:4.5.2,86,which,410,O,-,O,-,O,-,O,O
1619,urn:cts:latinLit:phi0978.phi001:4.5.2,87,lie,416,O,-,O,-,O,-,O,O
1620,urn:cts:latinLit:phi0978.phi001:4.5.2,88,in,420,O,-,O,-,O,-,O,O
1621,urn:cts:latinLit:phi0978.phi001:4.5.2,89,the,423,O,-,O,-,O,-,O,O
1622,urn:cts:latinLit:phi0978.phi001:4.5.2,90,opposite,427,O,-,O,-,O,-,O,O
1623,urn:cts:latinLit:phi0978.phi001:4.5.2,91,directions,436,O,-,O,-,O,-,O,O
1624,urn:cts:latinLit:phi0978.phi001:4.5.2,92,.,446,O,-,O,-,O,-,O,O
1625,urn:cts:latinLit:phi0978.phi001:4.5.2,93,From,448,O,-,O,-,O,-,O,O
1626,urn:cts:latinLit:phi0978.phi001:4.5.2,94,Leucas,453,B-LOC,0.8228874802589417,B-LOC,0.999990701675415,B-LOC,0.9999910593032837,B-ORG,B-GPE
1627,urn:cts:latinLit:phi0978.phi001:4.5.2,95,to,460,O,-,O,-,O,-,I-ORG,O
1628,urn:cts:latinLit:phi0978.phi001:4.5.2,96,Patrae,463,B-LOC,0.757848858833313,B-LOC,0.9999945163726807,B-LOC,0.9999957084655762,I-ORG,B-GPE
1629,urn:cts:latinLit:phi0978.phi001:4.5.2,97,upon,470,O,-,O,-,O,-,O,O
1630,urn:cts:latinLit:phi0978.phi001:4.5.2,98,the,475,O,-,O,-,O,-,B-LOC,O
1631,urn:cts:latinLit:phi0978.phi001:4.5.2,99,Corinthian,479,B-LOC,0.6842266768217087,B-MISC,0.7987995743751526,B-MISC,0.9616000056266785,I-LOC,B-NORP
1632,urn:cts:latinLit:phi0978.phi001:4.5.2,100,gulf,490,I-LOC,0.6842266768217087,B-LOC,0.5140864849090576,O,-,I-LOC,O
1633,urn:cts:latinLit:phi0978.phi001:4.5.2,101,is,495,O,-,O,-,O,-,O,O
1634,urn:cts:latinLit:phi0978.phi001:4.5.2,102,a,498,O,-,O,-,O,-,O,O
1635,urn:cts:latinLit:phi0978.phi001:4.5.2,103,distance,500,O,-,O,-,O,-,O,O
1636,urn:cts:latinLit:phi0978.phi001:4.5.2,104,of,509,O,-,O,-,O,-,O,O
1637,urn:cts:latinLit:phi0978.phi001:4.5.2,105,eighty-eight,512,O,-,O,-,O,-,B-QUANTITY,B-QUANTITY
1638,urn:cts:latinLit:phi0978.phi001:4.5.2,106,miles,525,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
1639,urn:cts:latinLit:phi0978.phi001:4.5.2,107,.,530,O,-,O,-,O,-,O,O
1640,urn:cts:latinLit:phi0978.phi001:4.5.2,108,The,532,O,-,O,-,O,-,O,O
1641,urn:cts:latinLit:phi0978.phi001:4.5.2,109,colony,536,O,-,O,-,O,-,O,O
1642,urn:cts:latinLit:phi0978.phi001:4.5.2,110,of,543,O,-,O,-,O,-,O,O
1643,urn:cts:latinLit:phi0978.phi001:4.5.2,111,Patrae,546,B-LOC,0.9565109610557556,B-LOC,0.999993085861206,B-LOC,0.9999947547912598,B-GPE,B-GPE
1644,urn:cts:latinLit:phi0978.phi001:4.5.2,112,is,553,O,-,O,-,O,-,O,O
1645,urn:cts:latinLit:phi0978.phi001:4.5.2,113,founded,556,O,-,O,-,O,-,O,O
1646,urn:cts:latinLit:phi0978.phi001:4.5.2,114,upon,564,O,-,O,-,O,-,O,O
1647,urn:cts:latinLit:phi0978.phi001:4.5.2,115,the,569,O,-,O,-,O,-,O,O
1648,urn:cts:latinLit:phi0978.phi001:4.5.2,116,most,573,O,-,O,-,O,-,O,O
1649,urn:cts:latinLit:phi0978.phi001:4.5.2,117,extensive,578,O,-,O,-,O,-,O,O
1650,urn:cts:latinLit:phi0978.phi001:4.5.2,118,promontory,588,O,-,O,-,O,-,O,O
1651,urn:cts:latinLit:phi0978.phi001:4.5.2,119,of,599,O,-,O,-,O,-,O,O
1652,urn:cts:latinLit:phi0978.phi001:4.5.2,120,the,602,O,-,O,-,O,-,O,O
1653,urn:cts:latinLit:phi0978.phi001:4.5.2,121,Peloponnesus,606,B-LOC,0.7959783673286438,B-LOC,0.999685525894165,B-LOC,0.9999351501464844,B-ORG,B-LOC
1654,urn:cts:latinLit:phi0978.phi001:4.5.2,122,",",618,O,-,O,-,O,-,O,O
1655,urn:cts:latinLit:phi0978.phi001:4.5.2,123,facing,620,O,-,O,-,O,-,O,O
1656,urn:cts:latinLit:phi0978.phi001:4.5.2,124,Aitolia,627,B-LOC,0.9441242218017578,B-LOC,0.9999845027923584,B-LOC,0.9999897480010986,B-GPE,B-GPE
1657,urn:cts:latinLit:phi0978.phi001:4.5.2,125,and,635,O,-,O,-,O,-,O,O
1658,urn:cts:latinLit:phi0978.phi001:4.5.2,126,the,639,O,-,O,-,O,-,O,O
1659,urn:cts:latinLit:phi0978.phi001:4.5.2,127,river,643,O,-,O,-,O,-,O,O
1660,urn:cts:latinLit:phi0978.phi001:4.5.2,128,Evenus,649,B-LOC,0.577152669429779,B-LOC,0.9968400001525879,B-LOC,0.9595538973808289,B-LOC,B-LOC
1661,urn:cts:latinLit:phi0978.phi001:4.5.2,129,",",655,O,-,O,-,O,-,O,O
1662,urn:cts:latinLit:phi0978.phi001:4.5.2,130,the,657,O,-,O,-,O,-,B-LOC,B-LOC
1663,urn:cts:latinLit:phi0978.phi001:4.5.2,131,Corinthian,661,B-LOC,0.8362234234809875,B-LOC,0.9999591708183289,B-LOC,0.9999793767929077,I-LOC,I-LOC
1664,urn:cts:latinLit:phi0978.phi001:4.5.2,132,Gulf,672,I-LOC,0.8362234234809875,I-LOC,0.9999591708183289,I-LOC,0.9999793767929077,I-LOC,I-LOC
1665,urn:cts:latinLit:phi0978.phi001:4.5.2,133,being,677,O,-,O,-,O,-,O,O
1666,urn:cts:latinLit:phi0978.phi001:4.5.2,134,",",682,O,-,O,-,O,-,O,O
1667,urn:cts:latinLit:phi0978.phi001:4.5.2,135,as,684,O,-,O,-,O,-,O,O
1668,urn:cts:latinLit:phi0978.phi001:4.5.2,136,we,687,O,-,O,-,O,-,O,O
1669,urn:cts:latinLit:phi0978.phi001:4.5.2,137,have,690,O,-,O,-,O,-,O,O
1670,urn:cts:latinLit:phi0978.phi001:4.5.2,138,previously,695,O,-,O,-,O,-,O,O
1671,urn:cts:latinLit:phi0978.phi001:4.5.2,139,stated,706,O,-,O,-,O,-,O,O
1672,urn:cts:latinLit:phi0978.phi001:4.5.2,140,",",712,O,-,O,-,O,-,O,O
1673,urn:cts:latinLit:phi0978.phi001:4.5.2,141,less,714,O,-,O,-,O,-,B-QUANTITY,B-QUANTITY
1674,urn:cts:latinLit:phi0978.phi001:4.5.2,142,than,719,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
1675,urn:cts:latinLit:phi0978.phi001:4.5.2,143,a,724,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
1676,urn:cts:latinLit:phi0978.phi001:4.5.2,144,mile,726,O,-,O,-,O,-,I-QUANTITY,I-QUANTITY
1677,urn:cts:latinLit:phi0978.phi001:4.5.2,145,in,731,O,-,O,-,O,-,O,O
1678,urn:cts:latinLit:phi0978.phi001:4.5.2,146,width,734,O,-,O,-,O,-,O,O
1679,urn:cts:latinLit:phi0978.phi001:4.5.2,147,at,740,O,-,O,-,O,-,O,O
1680,urn:cts:latinLit:phi0978.phi001:4.5.2,148,the,743,O,-,O,-,O,-,O,O
